"행정구역(시군구)별","성별","연령별",2024
"전국","계","계",51037252.5
"전국","계","0세",230638
"전국","계","1세",243965.5
"전국","계","2세",260580.5
"전국","계","3세",273215
"전국","계","4세",294502
"전국","계","5세",321698.5
"전국","계","6세",349245.5
"전국","계","7세",389024
"전국","계","8세",429158.5
"전국","계","9세",442885.5
"전국","계","10세",441220
"전국","계","11세",465609.5
"전국","계","12세",482880
"전국","계","13세",474627
"전국","계","14세",460452
"전국","계","15세",457825.5
"전국","계","16세",481359
"전국","계","17세",471367
"전국","계","18세",441107.5
"전국","계","19세",452630.5
"전국","계","20세",480782.5
"전국","계","21세",490860.5
"전국","계","22세",523403
"전국","계","23세",595083.5
"전국","계","24세",625048
"전국","계","25세",625121.5
"전국","계","26세",650511
"전국","계","27세",673043
"전국","계","28세",691213
"전국","계","29세",705414
"전국","계","30세",706657.5
"전국","계","31세",712529.5
"전국","계","32세",708642
"전국","계","33세",666785
"전국","계","34세",631514
"전국","계","35세",624158
"전국","계","36세",617385.5
"전국","계","37세",617994
"전국","계","38세",634833.5
"전국","계","39세",651061
"전국","계","40세",697646
"전국","계","41세",776137.5
"전국","계","42세",820785.5
"전국","계","43세",827306.5
"전국","계","44세",820354.5
"전국","계","45세",763073
"전국","계","46세",738641
"전국","계","47세",757686
"전국","계","48세",762344
"전국","계","49세",808350
"전국","계","50세",857933.5
"전국","계","51세",874642
"전국","계","52세",897394.5
"전국","계","53세",907496.5
"전국","계","54세",897067
"전국","계","55세",899821
"전국","계","56세",868214
"전국","계","57세",813103.5
"전국","계","58세",806642.5
"전국","계","59세",813708.5
"전국","계","60세",783862.5
"전국","계","61세",805257.5
"전국","계","62세",861557
"전국","계","63세",879476
"전국","계","64세",847245.5
"전국","계","65세",776275.5
"전국","계","66세",736563.5
"전국","계","67세",695063
"전국","계","68세",668346.5
"전국","계","69세",625933.5
"전국","계","70세",532718.5
"전국","계","71세",516162
"전국","계","72세",464153
"전국","계","73세",400345
"전국","계","74세",411153
"전국","계","75세",407100
"전국","계","76세",401756
"전국","계","77세",356590.5
"전국","계","78세",293270
"전국","계","79세",279242.5
"전국","계","80세 이상",2390803.5
"전국","계","80세",281437
"전국","계","81세",303837.5
"전국","계","82세",293325
"전국","계","83세",238416
"전국","계","84세",215241
"전국","계","85세 이상",1058547
"전국","계","85세",195960
"전국","계","86세",167611
"전국","계","87세",144487.5
"전국","계","88세",124964.5
"전국","계","89세",104112.5
"전국","계","90세",80925
"전국","계","91세",63563
"전국","계","92세",48531
"전국","계","93세",36108
"전국","계","94세",28238.5
"전국","계","95세",21173
"전국","계","96세",15031
"전국","계","97세",9712.5
"전국","계","98세",6048
"전국","계","99세",3964.5
"전국","계","100세 이상",8117
"전국","남자","계",25400503
"전국","남자","0세",118067
"전국","남자","1세",124834.5
"전국","남자","2세",133387.5
"전국","남자","3세",139887
"전국","남자","4세",150934
"전국","남자","5세",165073
"전국","남자","6세",179433.5
"전국","남자","7세",199542.5
"전국","남자","8세",219701.5
"전국","남자","9세",226860
"전국","남자","10세",225941
"전국","남자","11세",238670.5
"전국","남자","12세",247705
"전국","남자","13세",244000.5
"전국","남자","14세",237135
"전국","남자","15세",235480.5
"전국","남자","16세",247315.5
"전국","남자","17세",242645.5
"전국","남자","18세",227739.5
"전국","남자","19세",233853.5
"전국","남자","20세",248726
"전국","남자","21세",254878.5
"전국","남자","22세",272126.5
"전국","남자","23세",309572.5
"전국","남자","24세",325381
"전국","남자","25세",325378.5
"전국","남자","26세",337432.5
"전국","남자","27세",350087.5
"전국","남자","28세",363173
"전국","남자","29세",373015.5
"전국","남자","30세",374715.5
"전국","남자","31세",375958.5
"전국","남자","32세",371148.5
"전국","남자","33세",350114
"전국","남자","34세",330639.5
"전국","남자","35세",324331.5
"전국","남자","36세",318281
"전국","남자","37세",317527
"전국","남자","38세",326844
"전국","남자","39세",333190.5
"전국","남자","40세",356013
"전국","남자","41세",395099
"전국","남자","42세",417945.5
"전국","남자","43세",421420
"전국","남자","44세",415232.5
"전국","남자","45세",388373.5
"전국","남자","46세",375267.5
"전국","남자","47세",383243
"전국","남자","48세",386195.5
"전국","남자","49세",409170
"전국","남자","50세",432940
"전국","남자","51세",441911.5
"전국","남자","52세",456810
"전국","남자","53세",460077.5
"전국","남자","54세",451907.5
"전국","남자","55세",450044.5
"전국","남자","56세",429745.5
"전국","남자","57세",409915
"전국","남자","58세",409311
"전국","남자","59세",406609.5
"전국","남자","60세",394651.5
"전국","남자","61세",406089
"전국","남자","62세",429185
"전국","남자","63세",431727
"전국","남자","64세",414245
"전국","남자","65세",381053.5
"전국","남자","66세",362336
"전국","남자","67세",339317
"전국","남자","68세",320820.5
"전국","남자","69세",299626
"전국","남자","70세",254744.5
"전국","남자","71세",243595
"전국","남자","72세",217933
"전국","남자","73세",186475
"전국","남자","74세",189949.5
"전국","남자","75세",186826.5
"전국","남자","76세",181791
"전국","남자","77세",159314.5
"전국","남자","78세",129279
"전국","남자","79세",118978.5
"전국","남자","80세 이상",834606
"전국","남자","80세",116128
"전국","남자","81세",122476.5
"전국","남자","82세",115180.5
"전국","남자","83세",89976.5
"전국","남자","84세",78173.5
"전국","남자","85세 이상",312671
"전국","남자","85세",68729
"전국","남자","86세",56305.5
"전국","남자","87세",46168.5
"전국","남자","88세",37791
"전국","남자","89세",29771.5
"전국","남자","90세",21755.5
"전국","남자","91세",15922.5
"전국","남자","92세",11335
"전국","남자","93세",7678.5
"전국","남자","94세",5793.5
"전국","남자","95세",4169
"전국","남자","96세",2694
"전국","남자","97세",1627
"전국","남자","98세",935.5
"전국","남자","99세",661.5
"전국","남자","100세 이상",1333.5
"전국","여자","계",25636749.5
"전국","여자","0세",112571
"전국","여자","1세",119131
"전국","여자","2세",127193
"전국","여자","3세",133328
"전국","여자","4세",143568
"전국","여자","5세",156625.5
"전국","여자","6세",169812
"전국","여자","7세",189481.5
"전국","여자","8세",209457
"전국","여자","9세",216025.5
"전국","여자","10세",215279
"전국","여자","11세",226939
"전국","여자","12세",235175
"전국","여자","13세",230626.5
"전국","여자","14세",223317
"전국","여자","15세",222345
"전국","여자","16세",234043.5
"전국","여자","17세",228721.5
"전국","여자","18세",213368
"전국","여자","19세",218777
"전국","여자","20세",232056.5
"전국","여자","21세",235982
"전국","여자","22세",251276.5
"전국","여자","23세",285511
"전국","여자","24세",299667
"전국","여자","25세",299743
"전국","여자","26세",313078.5
"전국","여자","27세",322955.5
"전국","여자","28세",328040
"전국","여자","29세",332398.5
"전국","여자","30세",331942
"전국","여자","31세",336571
"전국","여자","32세",337493.5
"전국","여자","33세",316671
"전국","여자","34세",300874.5
"전국","여자","35세",299826.5
"전국","여자","36세",299104.5
"전국","여자","37세",300467
"전국","여자","38세",307989.5
"전국","여자","39세",317870.5
"전국","여자","40세",341633
"전국","여자","41세",381038.5
"전국","여자","42세",402840
"전국","여자","43세",405886.5
"전국","여자","44세",405122
"전국","여자","45세",374699.5
"전국","여자","46세",363373.5
"전국","여자","47세",374443
"전국","여자","48세",376148.5
"전국","여자","49세",399180
"전국","여자","50세",424993.5
"전국","여자","51세",432730.5
"전국","여자","52세",440584.5
"전국","여자","53세",447419
"전국","여자","54세",445159.5
"전국","여자","55세",449776.5
"전국","여자","56세",438468.5
"전국","여자","57세",403188.5
"전국","여자","58세",397331.5
"전국","여자","59세",407099
"전국","여자","60세",389211
"전국","여자","61세",399168.5
"전국","여자","62세",432372
"전국","여자","63세",447749
"전국","여자","64세",433000.5
"전국","여자","65세",395222
"전국","여자","66세",374227.5
"전국","여자","67세",355746
"전국","여자","68세",347526
"전국","여자","69세",326307.5
"전국","여자","70세",277974
"전국","여자","71세",272567
"전국","여자","72세",246220
"전국","여자","73세",213870
"전국","여자","74세",221203.5
"전국","여자","75세",220273.5
"전국","여자","76세",219965
"전국","여자","77세",197276
"전국","여자","78세",163991
"전국","여자","79세",160264
"전국","여자","80세 이상",1556197.5
"전국","여자","80세",165309
"전국","여자","81세",181361
"전국","여자","82세",178144.5
"전국","여자","83세",148439.5
"전국","여자","84세",137067.5
"전국","여자","85세 이상",745876
"전국","여자","85세",127231
"전국","여자","86세",111305.5
"전국","여자","87세",98319
"전국","여자","88세",87173.5
"전국","여자","89세",74341
"전국","여자","90세",59169.5
"전국","여자","91세",47640.5
"전국","여자","92세",37196
"전국","여자","93세",28429.5
"전국","여자","94세",22445
"전국","여자","95세",17004
"전국","여자","96세",12337
"전국","여자","97세",8085.5
"전국","여자","98세",5112.5
"전국","여자","99세",3303
"전국","여자","100세 이상",6783.5
"서울특별시","계","계",9288119
"서울특별시","계","0세",38677.5
"서울특별시","계","1세",39383.5
"서울특별시","계","2세",41648
"서울특별시","계","3세",42883.5
"서울특별시","계","4세",45310
"서울특별시","계","5세",48682.5
"서울특별시","계","6세",52648.5
"서울특별시","계","7세",58384.5
"서울특별시","계","8세",64191.5
"서울특별시","계","9세",66429.5
"서울특별시","계","10세",66399.5
"서울특별시","계","11세",70273
"서울특별시","계","12세",73087.5
"서울특별시","계","13세",72043.5
"서울특별시","계","14세",70795.5
"서울특별시","계","15세",71494
"서울특별시","계","16세",75678
"서울특별시","계","17세",74937
"서울특별시","계","18세",71070
"서울특별시","계","19세",79206.5
"서울특별시","계","20세",88529
"서울특별시","계","21세",92027.5
"서울특별시","계","22세",102089.5
"서울특별시","계","23세",123038
"서울특별시","계","24세",135274
"서울특별시","계","25세",141284.5
"서울특별시","계","26세",152490.5
"서울특별시","계","27세",160159.5
"서울특별시","계","28세",164552
"서울특별시","계","29세",167751.5
"서울특별시","계","30세",166842
"서울특별시","계","31세",165526.5
"서울특별시","계","32세",162123.5
"서울특별시","계","33세",150182.5
"서울특별시","계","34세",138816
"서울특별시","계","35세",134229.5
"서울특별시","계","36세",129753
"서울특별시","계","37세",126152
"서울특별시","계","38세",126648.5
"서울특별시","계","39세",126544.5
"서울특별시","계","40세",132149.5
"서울특별시","계","41세",142645
"서울특별시","계","42세",147729.5
"서울특별시","계","43세",147829.5
"서울특별시","계","44세",146051.5
"서울특별시","계","45세",134429.5
"서울특별시","계","46세",129232
"서울특별시","계","47세",133487
"서울특별시","계","48세",133850
"서울특별시","계","49세",140812
"서울특별시","계","50세",148973.5
"서울특별시","계","51세",152973.5
"서울특별시","계","52세",158367
"서울특별시","계","53세",159333
"서울특별시","계","54세",155250
"서울특별시","계","55세",151781.5
"서울특별시","계","56세",144461
"서울특별시","계","57세",133569.5
"서울특별시","계","58세",131807
"서울특별시","계","59세",135263.5
"서울특별시","계","60세",131558.5
"서울특별시","계","61세",133274.5
"서울특별시","계","62세",140024
"서울특별시","계","63세",144092
"서울특별시","계","64세",141974.5
"서울특별시","계","65세",132907
"서울특별시","계","66세",128040.5
"서울특별시","계","67세",122087
"서울특별시","계","68세",119587.5
"서울특별시","계","69세",112993.5
"서울특별시","계","70세",97231.5
"서울특별시","계","71세",94795
"서울특별시","계","72세",83456
"서울특별시","계","73세",72307
"서울특별시","계","74세",76077.5
"서울특별시","계","75세",75430
"서울특별시","계","76세",75201.5
"서울특별시","계","77세",68023.5
"서울특별시","계","78세",56301.5
"서울특별시","계","79세",52116
"서울특별시","계","80세 이상",393408
"서울특별시","계","80세",50729.5
"서울특별시","계","81세",53484.5
"서울특별시","계","82세",50661
"서울특별시","계","83세",40372.5
"서울특별시","계","84세",35324.5
"서울특별시","계","85세 이상",162836
"서울특별시","계","85세",31326
"서울특별시","계","86세",26415
"서울특별시","계","87세",22322.5
"서울특별시","계","88세",18989
"서울특별시","계","89세",15506
"서울특별시","계","90세",11942.5
"서울특별시","계","91세",9358.5
"서울특별시","계","92세",7092.5
"서울특별시","계","93세",5338.5
"서울특별시","계","94세",4353.5
"서울특별시","계","95세",3363.5
"서울특별시","계","96세",2393
"서울특별시","계","97세",1560.5
"서울특별시","계","98세",924.5
"서울특별시","계","99세",623.5
"서울특별시","계","100세 이상",1327
"서울특별시","남자","계",4486066.5
"서울특별시","남자","0세",19787.5
"서울특별시","남자","1세",20151.5
"서울특별시","남자","2세",21352.5
"서울특별시","남자","3세",21998.5
"서울특별시","남자","4세",23450.5
"서울특별시","남자","5세",25302
"서울특별시","남자","6세",27016.5
"서울특별시","남자","7세",29819
"서울특별시","남자","8세",32756.5
"서울특별시","남자","9세",33917.5
"서울특별시","남자","10세",34063
"서울특별시","남자","11세",36142
"서울특별시","남자","12세",37537.5
"서울특별시","남자","13세",37008
"서울특별시","남자","14세",36362.5
"서울특별시","남자","15세",36711
"서울특별시","남자","16세",38851
"서울특별시","남자","17세",38477
"서울특별시","남자","18세",36451
"서울특별시","남자","19세",39496
"서울특별시","남자","20세",42655.5
"서울특별시","남자","21세",43137
"서울특별시","남자","22세",47999
"서울특별시","남자","23세",57277
"서울특별시","남자","24세",62244
"서울특별시","남자","25세",65350
"서울특별시","남자","26세",70936
"서울특별시","남자","27세",75524.5
"서울특별시","남자","28세",79394
"서울특별시","남자","29세",82652.5
"서울특별시","남자","30세",83244
"서울특별시","남자","31세",82928.5
"서울특별시","남자","32세",81073.5
"서울특별시","남자","33세",75778
"서울특별시","남자","34세",70047
"서울특별시","남자","35세",67319.5
"서울특별시","남자","36세",64674
"서울특별시","남자","37세",62744.5
"서울특별시","남자","38세",63177
"서울특별시","남자","39세",62904.5
"서울특별시","남자","40세",65865.5
"서울특별시","남자","41세",70862
"서울특별시","남자","42세",73407
"서울특별시","남자","43세",73543.5
"서울특별시","남자","44세",71703
"서울특별시","남자","45세",66287.5
"서울특별시","남자","46세",63603.5
"서울특별시","남자","47세",65396
"서울특별시","남자","48세",65926
"서울특별시","남자","49세",69481
"서울특별시","남자","50세",73273.5
"서울특별시","남자","51세",75121
"서울특별시","남자","52세",78519.5
"서울특별시","남자","53세",78698.5
"서울특별시","남자","54세",76432.5
"서울특별시","남자","55세",74410.5
"서울특별시","남자","56세",69643
"서울특별시","남자","57세",65524.5
"서울특별시","남자","58세",65130
"서울특별시","남자","59세",65486
"서울특별시","남자","60세",64130
"서울특별시","남자","61세",65062.5
"서울특별시","남자","62세",67311
"서울특별시","남자","63세",67819.5
"서울특별시","남자","64세",66629
"서울특별시","남자","65세",62662.5
"서울특별시","남자","66세",60246
"서울특별시","남자","67세",56936.5
"서울특별시","남자","68세",55026
"서울특별시","남자","69세",52033.5
"서울특별시","남자","70세",44992
"서울특별시","남자","71세",43534
"서울특별시","남자","72세",38346.5
"서울특별시","남자","73세",33053.5
"서울특별시","남자","74세",34444.5
"서울특별시","남자","75세",33913.5
"서울특별시","남자","76세",33572.5
"서울특별시","남자","77세",30042
"서울특별시","남자","78세",24805.5
"서울특별시","남자","79세",22853.5
"서울특별시","남자","80세 이상",152627.5
"서울특별시","남자","80세",22040
"서울특별시","남자","81세",23131
"서울특별시","남자","82세",21718
"서울특별시","남자","83세",16779.5
"서울특별시","남자","84세",14180.5
"서울특별시","남자","85세 이상",54778.5
"서울특별시","남자","85세",12243.5
"서울특별시","남자","86세",9972.5
"서울특별시","남자","87세",8034.5
"서울특별시","남자","88세",6539.5
"서울특별시","남자","89세",5061.5
"서울특별시","남자","90세",3670
"서울특별시","남자","91세",2725
"서울특별시","남자","92세",1916
"서울특별시","남자","93세",1314.5
"서울특별시","남자","94세",1071
"서울특별시","남자","95세",810.5
"서울특별시","남자","96세",534
"서울특별시","남자","97세",312
"서울특별시","남자","98세",176
"서울특별시","남자","99세",115.5
"서울특별시","남자","100세 이상",282.5
"서울특별시","여자","계",4802052.5
"서울특별시","여자","0세",18890
"서울특별시","여자","1세",19232
"서울특별시","여자","2세",20295.5
"서울특별시","여자","3세",20885
"서울특별시","여자","4세",21859.5
"서울특별시","여자","5세",23380.5
"서울특별시","여자","6세",25632
"서울특별시","여자","7세",28565.5
"서울특별시","여자","8세",31435
"서울특별시","여자","9세",32512
"서울특별시","여자","10세",32336.5
"서울특별시","여자","11세",34131
"서울특별시","여자","12세",35550
"서울특별시","여자","13세",35035.5
"서울특별시","여자","14세",34433
"서울특별시","여자","15세",34783
"서울특별시","여자","16세",36827
"서울특별시","여자","17세",36460
"서울특별시","여자","18세",34619
"서울특별시","여자","19세",39710.5
"서울특별시","여자","20세",45873.5
"서울특별시","여자","21세",48890.5
"서울특별시","여자","22세",54090.5
"서울특별시","여자","23세",65761
"서울특별시","여자","24세",73030
"서울특별시","여자","25세",75934.5
"서울특별시","여자","26세",81554.5
"서울특별시","여자","27세",84635
"서울특별시","여자","28세",85158
"서울특별시","여자","29세",85099
"서울특별시","여자","30세",83598
"서울특별시","여자","31세",82598
"서울특별시","여자","32세",81050
"서울특별시","여자","33세",74404.5
"서울특별시","여자","34세",68769
"서울특별시","여자","35세",66910
"서울특별시","여자","36세",65079
"서울특별시","여자","37세",63407.5
"서울특별시","여자","38세",63471.5
"서울특별시","여자","39세",63640
"서울특별시","여자","40세",66284
"서울특별시","여자","41세",71783
"서울특별시","여자","42세",74322.5
"서울특별시","여자","43세",74286
"서울특별시","여자","44세",74348.5
"서울특별시","여자","45세",68142
"서울특별시","여자","46세",65628.5
"서울특별시","여자","47세",68091
"서울특별시","여자","48세",67924
"서울특별시","여자","49세",71331
"서울특별시","여자","50세",75700
"서울특별시","여자","51세",77852.5
"서울특별시","여자","52세",79847.5
"서울특별시","여자","53세",80634.5
"서울특별시","여자","54세",78817.5
"서울특별시","여자","55세",77371
"서울특별시","여자","56세",74818
"서울특별시","여자","57세",68045
"서울특별시","여자","58세",66677
"서울특별시","여자","59세",69777.5
"서울특별시","여자","60세",67428.5
"서울특별시","여자","61세",68212
"서울특별시","여자","62세",72713
"서울특별시","여자","63세",76272.5
"서울특별시","여자","64세",75345.5
"서울특별시","여자","65세",70244.5
"서울특별시","여자","66세",67794.5
"서울특별시","여자","67세",65150.5
"서울특별시","여자","68세",64561.5
"서울특별시","여자","69세",60960
"서울특별시","여자","70세",52239.5
"서울특별시","여자","71세",51261
"서울특별시","여자","72세",45109.5
"서울특별시","여자","73세",39253.5
"서울특별시","여자","74세",41633
"서울특별시","여자","75세",41516.5
"서울특별시","여자","76세",41629
"서울특별시","여자","77세",37981.5
"서울특별시","여자","78세",31496
"서울특별시","여자","79세",29262.5
"서울특별시","여자","80세 이상",240780.5
"서울특별시","여자","80세",28689.5
"서울특별시","여자","81세",30353.5
"서울특별시","여자","82세",28943
"서울특별시","여자","83세",23593
"서울특별시","여자","84세",21144
"서울특별시","여자","85세 이상",108057.5
"서울특별시","여자","85세",19082.5
"서울특별시","여자","86세",16442.5
"서울특별시","여자","87세",14288
"서울특별시","여자","88세",12449.5
"서울특별시","여자","89세",10444.5
"서울특별시","여자","90세",8272.5
"서울특별시","여자","91세",6633.5
"서울특별시","여자","92세",5176.5
"서울특별시","여자","93세",4024
"서울특별시","여자","94세",3282.5
"서울특별시","여자","95세",2553
"서울특별시","여자","96세",1859
"서울특별시","여자","97세",1248.5
"서울특별시","여자","98세",748.5
"서울특별시","여자","99세",508
"서울특별시","여자","100세 이상",1044.5
"부산광역시","계","계",3266012
"부산광역시","계","0세",12733.5
"부산광역시","계","1세",13714.5
"부산광역시","계","2세",14706.5
"부산광역시","계","3세",15417.5
"부산광역시","계","4세",16663.5
"부산광역시","계","5세",18600
"부산광역시","계","6세",20721.5
"부산광역시","계","7세",23225
"부산광역시","계","8세",25702
"부산광역시","계","9세",26501
"부산광역시","계","10세",26083
"부산광역시","계","11세",27223
"부산광역시","계","12세",28104.5
"부산광역시","계","13세",27270
"부산광역시","계","14세",25889
"부산광역시","계","15세",25329
"부산광역시","계","16세",26537.5
"부산광역시","계","17세",25922
"부산광역시","계","18세",24456
"부산광역시","계","19세",25978.5
"부산광역시","계","20세",28274
"부산광역시","계","21세",29573
"부산광역시","계","22세",32839.5
"부산광역시","계","23세",37811.5
"부산광역시","계","24세",39286
"부산광역시","계","25세",38284.5
"부산광역시","계","26세",38823.5
"부산광역시","계","27세",40045
"부산광역시","계","28세",40855
"부산광역시","계","29세",41336
"부산광역시","계","30세",41746
"부산광역시","계","31세",42375
"부산광역시","계","32세",42150.5
"부산광역시","계","33세",39329.5
"부산광역시","계","34세",37507
"부산광역시","계","35세",37247
"부산광역시","계","36세",36346
"부산광역시","계","37세",36115
"부산광역시","계","38세",37000
"부산광역시","계","39세",38442
"부산광역시","계","40세",42004.5
"부산광역시","계","41세",47001
"부산광역시","계","42세",50649.5
"부산광역시","계","43세",52058.5
"부산광역시","계","44세",51514
"부산광역시","계","45세",47389
"부산광역시","계","46세",44906
"부산광역시","계","47세",45050
"부산광역시","계","48세",45529.5
"부산광역시","계","49세",48720.5
"부산광역시","계","50세",51668.5
"부산광역시","계","51세",53088.5
"부산광역시","계","52세",54585.5
"부산광역시","계","53세",55437.5
"부산광역시","계","54세",55387.5
"부산광역시","계","55세",55969
"부산광역시","계","56세",55029.5
"부산광역시","계","57세",51899
"부산광역시","계","58세",51010.5
"부산광역시","계","59세",51624
"부산광역시","계","60세",51086
"부산광역시","계","61세",54587
"부산광역시","계","62세",59843.5
"부산광역시","계","63세",62265
"부산광역시","계","64세",60844.5
"부산광역시","계","65세",56922.5
"부산광역시","계","66세",55596
"부산광역시","계","67세",53645.5
"부산광역시","계","68세",53103.5
"부산광역시","계","69세",50115
"부산광역시","계","70세",42778.5
"부산광역시","계","71세",41585.5
"부산광역시","계","72세",38639.5
"부산광역시","계","73세",33873.5
"부산광역시","계","74세",33688
"부산광역시","계","75세",33434
"부산광역시","계","76세",32199.5
"부산광역시","계","77세",27826.5
"부산광역시","계","78세",22384
"부산광역시","계","79세",21403
"부산광역시","계","80세 이상",163506
"부산광역시","계","80세",22036
"부산광역시","계","81세",22498
"부산광역시","계","82세",20948.5
"부산광역시","계","83세",17262.5
"부산광역시","계","84세",15211
"부산광역시","계","85세 이상",65550
"부산광역시","계","85세",13138
"부산광역시","계","86세",10837
"부산광역시","계","87세",9137
"부산광역시","계","88세",7672.5
"부산광역시","계","89세",6291.5
"부산광역시","계","90세",4768.5
"부산광역시","계","91세",3667
"부산광역시","계","92세",2801.5
"부산광역시","계","93세",2043.5
"부산광역시","계","94세",1524.5
"부산광역시","계","95세",1231
"부산광역시","계","96세",912
"부산광역시","계","97세",567.5
"부산광역시","계","98세",340
"부산광역시","계","99세",215
"부산광역시","계","100세 이상",403.5
"부산광역시","남자","계",1590034.5
"부산광역시","남자","0세",6510.5
"부산광역시","남자","1세",7019.5
"부산광역시","남자","2세",7547
"부산광역시","남자","3세",7959
"부산광역시","남자","4세",8550
"부산광역시","남자","5세",9475
"부산광역시","남자","6세",10624.5
"부산광역시","남자","7세",11853
"부산광역시","남자","8세",13138.5
"부산광역시","남자","9세",13631.5
"부산광역시","남자","10세",13418
"부산광역시","남자","11세",13999.5
"부산광역시","남자","12세",14394
"부산광역시","남자","13세",13930.5
"부산광역시","남자","14세",13329
"부산광역시","남자","15세",13026.5
"부산광역시","남자","16세",13579.5
"부산광역시","남자","17세",13296.5
"부산광역시","남자","18세",12596.5
"부산광역시","남자","19세",13269.5
"부산광역시","남자","20세",14161
"부산광역시","남자","21세",14837.5
"부산광역시","남자","22세",16740.5
"부산광역시","남자","23세",19508
"부산광역시","남자","24세",20507
"부산광역시","남자","25세",19851.5
"부산광역시","남자","26세",19802
"부산광역시","남자","27세",20360
"부산광역시","남자","28세",21002
"부산광역시","남자","29세",21354
"부산광역시","남자","30세",21701
"부산광역시","남자","31세",22008
"부산광역시","남자","32세",21829.5
"부산광역시","남자","33세",20542
"부산광역시","남자","34세",19469
"부산광역시","남자","35세",19111
"부산광역시","남자","36세",18452
"부산광역시","남자","37세",18432.5
"부산광역시","남자","38세",18995
"부산광역시","남자","39세",19556.5
"부산광역시","남자","40세",21255
"부산광역시","남자","41세",23736
"부산광역시","남자","42세",25668.5
"부산광역시","남자","43세",26389.5
"부산광역시","남자","44세",25884
"부산광역시","남자","45세",24028.5
"부산광역시","남자","46세",22849.5
"부산광역시","남자","47세",22692.5
"부산광역시","남자","48세",22839
"부산광역시","남자","49세",24336
"부산광역시","남자","50세",25684
"부산광역시","남자","51세",26409
"부산광역시","남자","52세",27163.5
"부산광역시","남자","53세",27316
"부산광역시","남자","54세",27138.5
"부산광역시","남자","55세",27146.5
"부산광역시","남자","56세",26203.5
"부산광역시","남자","57세",25144.5
"부산광역시","남자","58세",24808
"부산광역시","남자","59세",24592.5
"부산광역시","남자","60세",24632
"부산광역시","남자","61세",26226
"부산광역시","남자","62세",28228
"부산광역시","남자","63세",28992.5
"부산광역시","남자","64세",28336
"부산광역시","남자","65세",26648
"부산광역시","남자","66세",26244.5
"부산광역시","남자","67세",25210.5
"부산광역시","남자","68세",24413.5
"부산광역시","남자","69세",23388
"부산광역시","남자","70세",20062
"부산광역시","남자","71세",19002.5
"부산광역시","남자","72세",17646.5
"부산광역시","남자","73세",15436.5
"부산광역시","남자","74세",15193
"부산광역시","남자","75세",14893.5
"부산광역시","남자","76세",14235.5
"부산광역시","남자","77세",12291.5
"부산광역시","남자","78세",9922.5
"부산광역시","남자","79세",9265.5
"부산광역시","남자","80세 이상",59114
"부산광역시","남자","80세",9370
"부산광역시","남자","81세",9337.5
"부산광역시","남자","82세",8362.5
"부산광역시","남자","83세",6611.5
"부산광역시","남자","84세",5632
"부산광역시","남자","85세 이상",19800.5
"부산광역시","남자","85세",4735
"부산광역시","남자","86세",3762.5
"부산광역시","남자","87세",3006.5
"부산광역시","남자","88세",2331
"부산광역시","남자","89세",1779.5
"부산광역시","남자","90세",1301.5
"부산광역시","남자","91세",915.5
"부산광역시","남자","92세",639.5
"부산광역시","남자","93세",436.5
"부산광역시","남자","94세",317.5
"부산광역시","남자","95세",237
"부산광역시","남자","96세",132.5
"부산광역시","남자","97세",80
"부산광역시","남자","98세",46.5
"부산광역시","남자","99세",28.5
"부산광역시","남자","100세 이상",51
"부산광역시","여자","계",1675977.5
"부산광역시","여자","0세",6223
"부산광역시","여자","1세",6695
"부산광역시","여자","2세",7159.5
"부산광역시","여자","3세",7458.5
"부산광역시","여자","4세",8113.5
"부산광역시","여자","5세",9125
"부산광역시","여자","6세",10097
"부산광역시","여자","7세",11372
"부산광역시","여자","8세",12563.5
"부산광역시","여자","9세",12869.5
"부산광역시","여자","10세",12665
"부산광역시","여자","11세",13223.5
"부산광역시","여자","12세",13710.5
"부산광역시","여자","13세",13339.5
"부산광역시","여자","14세",12560
"부산광역시","여자","15세",12302.5
"부산광역시","여자","16세",12958
"부산광역시","여자","17세",12625.5
"부산광역시","여자","18세",11859.5
"부산광역시","여자","19세",12709
"부산광역시","여자","20세",14113
"부산광역시","여자","21세",14735.5
"부산광역시","여자","22세",16099
"부산광역시","여자","23세",18303.5
"부산광역시","여자","24세",18779
"부산광역시","여자","25세",18433
"부산광역시","여자","26세",19021.5
"부산광역시","여자","27세",19685
"부산광역시","여자","28세",19853
"부산광역시","여자","29세",19982
"부산광역시","여자","30세",20045
"부산광역시","여자","31세",20367
"부산광역시","여자","32세",20321
"부산광역시","여자","33세",18787.5
"부산광역시","여자","34세",18038
"부산광역시","여자","35세",18136
"부산광역시","여자","36세",17894
"부산광역시","여자","37세",17682.5
"부산광역시","여자","38세",18005
"부산광역시","여자","39세",18885.5
"부산광역시","여자","40세",20749.5
"부산광역시","여자","41세",23265
"부산광역시","여자","42세",24981
"부산광역시","여자","43세",25669
"부산광역시","여자","44세",25630
"부산광역시","여자","45세",23360.5
"부산광역시","여자","46세",22056.5
"부산광역시","여자","47세",22357.5
"부산광역시","여자","48세",22690.5
"부산광역시","여자","49세",24384.5
"부산광역시","여자","50세",25984.5
"부산광역시","여자","51세",26679.5
"부산광역시","여자","52세",27422
"부산광역시","여자","53세",28121.5
"부산광역시","여자","54세",28249
"부산광역시","여자","55세",28822.5
"부산광역시","여자","56세",28826
"부산광역시","여자","57세",26754.5
